EMPRESA;REGIAO;DATACENTER;ZONA;SERVIDOR;CPU;RAM_TOTAL;RAM_USADA;RAM_PERCENT;DISCO_TOTAL;DISCO_USADO;DISCO_PERCENT;LATENCIA;PACOTES_ENVIADOS;PACOTES_RECEBIDOS;PACOTES_PERDIDOS;QTD_PR;PROCESSO1_CPU;PORCENTAGEM_PROCESSO1_CPU;PROCESSO2_CPU;PORCENTAGEM_PROCESSO2_CPU;PROCESSO3_CPU;PORCENTAGEM_PROCESSO3_CPU;PROCESSO1_RAM;PORCENTAGEM_PROCESSO1_RAM;PROCESSO2_RAM;PORCENTAGEM_PROCESSO2_RAM;PROCESSO3_RAM;PORCENTAGEM_PROCESSO3_RAM;QTD_NUCLEOS;USO_USER;USO_SISTEM;BOOTTIME;DATA_HORA;DIA_SEMANA;JOGADORES_ATIVOS
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-WEB-01;42.635508878712315;34359738368;28278295766;82.3;536870912000;375128708893;69.87;18.41;213367;272020;16;381;chrome.exe;22.65;python.exe;23.12;discord.exe;6.85;chrome.exe;1961937634;discord.exe;830329196;python.exe;425812660;8;12.8;25.2;1779550389;2026-05-27 10:33:09;Wednesday;568057
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-API-01;62.12817622891444;34359738368;24943191753;72.59;536870912000;292514669093;54.49;14.51;85620;116450;27;363;chrome.exe;27.34;python.exe;16.68;discord.exe;7.5;chrome.exe;3553549635;discord.exe;1287802749;python.exe;757728942;32;42.8;8.86;1779809589;2026-05-27 10:33:09;Wednesday;623216
SteamData;São Paulo;DC-SP01;ZonaC;SRV-WEB-01;49.84230390908867;34359738368;19413743022;56.5;536870912000;413275594311;76.98;109.61;160898;149934;6;309;chrome.exe;15.27;python.exe;20.88;discord.exe;5.82;chrome.exe;2758822235;discord.exe;926428508;python.exe;741438658;8;66.02;26.06;1779723189;2026-05-27 10:53:09;Wednesday;861436
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-WEB-01;99.0;34359738368;25826440397;75.16;536870912000;371030595813;69.11;36.33;279362;221336;21;304;chrome.exe;30.3;python.exe;21.12;discord.exe;14.16;chrome.exe;2247816330;discord.exe;589023525;python.exe;675097454;16;27.96;25.19;1778427189;2026-05-27 10:53:09;Wednesday;811232
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-API-01;62.95642617361213;34359738368;28188308312;82.04;536870912000;448558336511;83.55;40.21;285719;98595;28;164;chrome.exe;29.6;python.exe;9.42;discord.exe;13.26;chrome.exe;1476937062;discord.exe;1028338358;python.exe;830351876;32;16.48;26.43;1779031989;2026-05-27 10:53:09;Wednesday;596202
SteamData;São Paulo;DC-SP01;ZonaB;SRV-API-01;99.0;34359738368;26284652385;76.5;536870912000;228755250276;42.61;29.77;195829;248729;12;360;chrome.exe;26.11;python.exe;13.82;discord.exe;13.57;chrome.exe;3066098047;discord.exe;711102122;python.exe;575409847;32;63.18;20.33;1779118389;2026-05-27 11:13:09;Wednesday;737476
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-DB-01;95.56328237720174;34359738368;12042825141;35.05;536870912000;297651303995;55.44;100.67;226178;337552;16;349;chrome.exe;25.22;python.exe;22.24;discord.exe;9.98;chrome.exe;3732758653;discord.exe;1359552298;python.exe;342798040;32;34.41;10.35;1779031989;2026-05-27 11:13:09;Wednesday;646736
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-WEB-01;63.85300591879924;34359738368;18501559301;53.85;536870912000;298953621452;55.68;62.91;254936;111850;10;184;chrome.exe;10.57;python.exe;15.57;discord.exe;11.31;chrome.exe;3373251586;discord.exe;1246803441;python.exe;311472637;16;11.89;24.75;1777735989;2026-05-27 11:13:09;Wednesday;629914
SteamData;São Paulo;DC-SP01;ZonaA;SRV-WEB-01;99.0;34359738368;25249559985;73.49;536870912000;378649575071;70.53;98.79;249910;192246;7;345;chrome.exe;19.81;python.exe;7.04;discord.exe;14.86;chrome.exe;1212686907;discord.exe;1153215504;python.exe;992678797;32;21.93;11.94;1778340789;2026-05-27 11:33:09;Wednesday;849356
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-API-01;73.77647900509601;34359738368;13174002183;38.34;536870912000;286524588311;53.37;14.67;270576;326934;26;399;chrome.exe;39.92;python.exe;7.92;discord.exe;12.71;chrome.exe;2717758036;discord.exe;1916513091;python.exe;482679471;8;54.93;21.77;1779291189;2026-05-27 11:33:09;Wednesday;569185
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-API-01;87.9412243699416;34359738368;29494145338;85.84;536870912000;388916901465;72.44;70.32;184640;209425;2;358;chrome.exe;15.77;python.exe;10.77;discord.exe;7.67;chrome.exe;2640935998;discord.exe;1686670220;python.exe;385738035;8;16.87;7.76;1779031989;2026-05-27 11:33:09;Wednesday;792880
SteamData;São Paulo;DC-SP01;ZonaA;SRV-DB-01;80.14016487932179;34359738368;20197369708;58.78;536870912000;376603874496;70.15;11.84;242997;96477;26;288;chrome.exe;35.14;python.exe;23.76;discord.exe;5.26;chrome.exe;1160326952;discord.exe;1491071314;python.exe;341114160;16;63.12;18.91;1778081589;2026-05-27 11:53:09;Wednesday;771468
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-API-01;61.41712293787703;34359738368;23116061436;67.28;536870912000;209293488525;38.98;89.64;274146;207707;2;305;chrome.exe;25.01;python.exe;6.86;discord.exe;8.27;chrome.exe;3213311220;discord.exe;537782274;python.exe;617644971;8;43.89;23.07;1778859189;2026-05-27 11:53:09;Wednesday;669132
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-WEB-01;72.589258339759;34359738368;17592655762;51.2;536870912000;393550969625;73.3;94.43;203476;244921;14;238;chrome.exe;23.04;python.exe;11.36;discord.exe;2.93;chrome.exe;1345837943;discord.exe;683481033;python.exe;458992036;8;46.44;23.14;1778945589;2026-05-27 11:53:09;Wednesday;769839
SteamData;São Paulo;DC-SP01;ZonaC;SRV-DB-01;66.6349363830055;34359738368;25724861710;74.87;536870912000;409965660591;76.36;67.82;189994;92654;30;387;chrome.exe;19.02;python.exe;12.81;discord.exe;14.29;chrome.exe;3028234914;discord.exe;1694281989;python.exe;789075742;32;56.04;21.54;1780155189;2026-05-27 12:13:09;Wednesday;520085
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-WEB-01;70.73291118382377;34359738368;22039601126;64.14;536870912000;212133015718;39.51;58.0;108924;64886;28;166;chrome.exe;22.46;python.exe;11.69;discord.exe;9.99;chrome.exe;1250746714;discord.exe;1762136995;python.exe;587258124;32;54.08;20.62;1779377589;2026-05-27 12:13:09;Wednesday;804251
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-API-01;76.95145022454831;34359738368;28272722450;82.28;536870912000;402400623879;74.95;98.82;278689;122222;10;279;chrome.exe;14.23;python.exe;21.92;discord.exe;3.75;chrome.exe;3849163073;discord.exe;1268703230;python.exe;931545073;32;44.51;14.21;1778945589;2026-05-27 12:13:09;Wednesday;530913
SteamData;São Paulo;DC-SP01;ZonaA;SRV-WEB-01;55.60142681228709;34359738368;26294586419;76.53;536870912000;446287704794;83.13;81.16;146018;89471;8;151;chrome.exe;16.42;python.exe;20.19;discord.exe;14.38;chrome.exe;3383920352;discord.exe;1984005314;python.exe;912149723;32;58.16;23.19;1778772789;2026-05-27 12:33:09;Wednesday;551546
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-API-01;99.0;34359738368;13537438895;39.4;536870912000;394242418807;73.43;119.66;53642;208249;11;295;chrome.exe;23.73;python.exe;10.46;discord.exe;8.53;chrome.exe;2304970027;discord.exe;1970205286;python.exe;853237999;8;35.63;7.28;1779636789;2026-05-27 12:33:09;Wednesday;613551
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-WEB-01;76.18254430665031;34359738368;25663160345;74.69;536870912000;319812382744;59.57;30.77;69714;295918;7;176;chrome.exe;19.29;python.exe;9.08;discord.exe;3.67;chrome.exe;2063117105;discord.exe;1482110789;python.exe;734803495;16;63.23;14.38;1778945589;2026-05-27 12:33:09;Wednesday;636006
SteamData;São Paulo;DC-SP01;ZonaA;SRV-WEB-01;86.38525372532602;34359738368;17202595617;50.07;536870912000;325820057429;60.69;69.5;87764;206543;5;369;chrome.exe;27.19;python.exe;9.53;discord.exe;14.34;chrome.exe;3668765591;discord.exe;662688551;python.exe;664215679;32;19.99;21.96;1778599989;2026-05-27 12:53:09;Wednesday;747757
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-API-01;50.66709773387309;34359738368;22665127623;65.96;536870912000;267871601255;49.89;105.38;195428;102394;11;316;chrome.exe;33.44;python.exe;9.92;discord.exe;12.41;chrome.exe;1694410055;discord.exe;1781834835;python.exe;822880293;8;58.15;18.34;1777995189;2026-05-27 12:53:09;Wednesday;889481
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-API-01;99.0;34359738368;17021684890;49.54;536870912000;325371678915;60.61;85.49;55329;219085;27;224;chrome.exe;19.84;python.exe;13.77;discord.exe;14.35;chrome.exe;2182243344;discord.exe;838489641;python.exe;767962388;8;19.05;17.76;1778081589;2026-05-27 12:53:09;Wednesday;658695
SteamData;São Paulo;DC-SP01;ZonaC;SRV-API-01;99.0;34359738368;15639578415;45.52;536870912000;374756450963;69.8;72.46;147510;65633;26;158;chrome.exe;22.65;python.exe;8.55;discord.exe;3.88;chrome.exe;3880217481;discord.exe;637886424;python.exe;872168727;32;16.45;17.45;1780155189;2026-05-27 13:13:09;Wednesday;610476
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-API-01;54.17501675998065;34359738368;24232220403;70.53;536870912000;288912439185;53.81;97.65;153519;337194;25;158;chrome.exe;37.69;python.exe;13.32;discord.exe;6.47;chrome.exe;2903310144;discord.exe;1920501751;python.exe;480136562;32;43.73;17.09;1779463989;2026-05-27 13:13:09;Wednesday;595264
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-WEB-01;99.0;34359738368;24507311298;71.33;536870912000;293250427204;54.62;93.9;290336;323425;4;213;chrome.exe;11.47;python.exe;15.29;discord.exe;14.87;chrome.exe;2385183439;discord.exe;1810754846;python.exe;671656642;8;15.35;13.44;1779118389;2026-05-27 13:13:09;Wednesday;791200
SteamData;São Paulo;DC-SP01;ZonaB;SRV-DB-01;88.8285967435065;34359738368;17867420119;52.0;536870912000;369764553361;68.87;110.93;141192;135730;1;270;chrome.exe;38.7;python.exe;22.25;discord.exe;7.82;chrome.exe;1504370633;discord.exe;750589509;python.exe;661697467;16;27.27;25.67;1778254389;2026-05-27 13:33:09;Wednesday;516121
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-DB-01;86.32185669418332;34359738368;18180337530;52.91;536870912000;307363274390;57.25;45.51;92052;100069;11;160;chrome.exe;28.72;python.exe;22.76;discord.exe;6.15;chrome.exe;3756157187;discord.exe;1305302988;python.exe;723003184;32;19.01;29.78;1779118389;2026-05-27 13:33:09;Wednesday;822819
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-DB-01;56.62811655645396;34359738368;18767894594;54.62;536870912000;440923468771;82.13;58.24;288603;98411;8;259;chrome.exe;20.3;python.exe;12.51;discord.exe;12.12;chrome.exe;3564836331;discord.exe;1671411659;python.exe;728848835;16;65.62;13.87;1778513589;2026-05-27 13:33:09;Wednesday;698032
SteamData;São Paulo;DC-SP01;ZonaB;SRV-API-01;84.6017754411071;34359738368;12316670673;35.85;536870912000;213541351733;39.78;63.17;265972;195876;18;349;chrome.exe;21.72;python.exe;13.77;discord.exe;9.82;chrome.exe;3106422607;discord.exe;887459917;python.exe;604383960;32;68.22;24.38;1778686389;2026-05-27 13:53:09;Wednesday;617604
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-API-01;68.32294193313751;34359738368;20254848248;58.95;536870912000;209340936777;38.99;42.14;141770;247271;29;335;chrome.exe;24.1;python.exe;24.71;discord.exe;11.71;chrome.exe;1941290232;discord.exe;1649633775;python.exe;834360173;32;60.81;16.79;1779550389;2026-05-27 13:53:09;Wednesday;642023
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-WEB-01;86.10318105115435;34359738368;12822904357;37.32;536870912000;336728623251;62.72;112.66;134040;397501;30;232;chrome.exe;18.04;python.exe;11.35;discord.exe;6.96;chrome.exe;1139568819;discord.exe;1647065830;python.exe;363793196;8;30.32;27.93;1778167989;2026-05-27 13:53:09;Wednesday;735971
SteamData;São Paulo;DC-SP01;ZonaA;SRV-API-01;97.87862213283489;34359738368;13942059768;40.58;536870912000;377049877399;70.23;66.85;79540;193054;3;165;chrome.exe;22.46;python.exe;16.09;discord.exe;4.63;chrome.exe;2834153932;discord.exe;1699374703;python.exe;492662574;8;45.6;8.83;1777822389;2026-05-27 14:13:09;Wednesday;790076
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-DB-01;99.0;34359738368;21113607884;61.45;536870912000;400156706857;74.53;85.43;223529;180847;23;383;chrome.exe;27.01;python.exe;15.71;discord.exe;6.88;chrome.exe;3882199441;discord.exe;577715665;python.exe;717346772;16;13.01;5.96;1777995189;2026-05-27 14:13:09;Wednesday;656354
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-API-01;47.80173621457986;34359738368;15012993087;43.69;536870912000;386922779875;72.07;74.14;187397;102644;1;234;chrome.exe;30.71;python.exe;13.07;discord.exe;3.5;chrome.exe;3699284433;discord.exe;708029683;python.exe;631822015;32;62.75;8.16;1778772789;2026-05-27 14:13:09;Wednesday;635001
SteamData;São Paulo;DC-SP01;ZonaB;SRV-WEB-01;79.68482923372031;34359738368;13406736968;39.02;536870912000;351956328636;65.56;14.8;124283;252904;28;296;chrome.exe;23.15;python.exe;24.16;discord.exe;10.46;chrome.exe;2557811301;discord.exe;617958528;python.exe;665537278;32;61.54;28.73;1779636789;2026-05-27 14:33:09;Wednesday;755163
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-API-01;68.65099092431976;34359738368;26376921357;76.77;536870912000;365932922561;68.16;104.42;235860;129956;23;396;chrome.exe;34.82;python.exe;10.66;discord.exe;13.32;chrome.exe;1463295477;discord.exe;1464907951;python.exe;972420607;32;28.03;23.32;1779463989;2026-05-27 14:33:09;Wednesday;669614
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-API-01;99.0;34359738368;24962738342;72.65;536870912000;207822372811;38.71;119.04;202716;108162;9;242;chrome.exe;15.98;python.exe;14.98;discord.exe;2.55;chrome.exe;1067596987;discord.exe;1256253286;python.exe;537085107;16;26.15;22.58;1779809589;2026-05-27 14:33:09;Wednesday;735061
SteamData;São Paulo;DC-SP01;ZonaC;SRV-API-01;68.47198791835909;34359738368;24123714106;70.21;536870912000;252140713627;46.96;13.79;242640;143228;11;260;chrome.exe;10.48;python.exe;5.79;discord.exe;11.1;chrome.exe;1833747759;discord.exe;1739340551;python.exe;474660850;32;20.44;5.22;1779636789;2026-05-27 14:53:09;Wednesday;725712
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-WEB-01;81.82303613946995;34359738368;29822366283;86.79;536870912000;414044297171;77.12;105.86;187328;167253;27;227;chrome.exe;28.94;python.exe;9.45;discord.exe;2.53;chrome.exe;3694600525;discord.exe;788449528;python.exe;927533595;16;20.66;7.36;1778772789;2026-05-27 14:53:09;Wednesday;788331
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-WEB-01;68.06378610105871;34359738368;29568788035;86.06;536870912000;367751096881;68.5;28.02;214315;55597;16;378;chrome.exe;32.38;python.exe;8.8;discord.exe;3.96;chrome.exe;2258846943;discord.exe;1815471861;python.exe;763842648;8;40.82;5.77;1779291189;2026-05-27 14:53:09;Wednesday;753836
SteamData;São Paulo;DC-SP01;ZonaB;SRV-API-01;99.0;34359738368;21599076882;62.86;536870912000;362939556710;67.6;44.54;254534;220972;30;175;chrome.exe;20.44;python.exe;13.18;discord.exe;12.05;chrome.exe;3786017495;discord.exe;1408940118;python.exe;324071982;32;47.14;18.34;1778772789;2026-05-27 15:13:09;Wednesday;571275
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-DB-01;75.0577223214621;34359738368;17492154573;50.91;536870912000;214085305126;39.88;63.0;168754;294911;5;313;chrome.exe;31.29;python.exe;14.21;discord.exe;7.85;chrome.exe;1489695146;discord.exe;931719178;python.exe;794440699;16;58.03;17.39;1779809589;2026-05-27 15:13:09;Wednesday;689891
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-API-01;90.73302399695751;34359738368;17857029182;51.97;536870912000;378438955063;70.49;35.94;117725;188354;28;294;chrome.exe;27.15;python.exe;9.28;discord.exe;4.47;chrome.exe;3176834106;discord.exe;648383573;python.exe;505981829;8;68.74;22.77;1779463989;2026-05-27 15:13:09;Wednesday;636694
SteamData;São Paulo;DC-SP01;ZonaC;SRV-DB-01;28.73;34359738368;25161197094;73.23;536870912000;240877592305;44.87;56.9;129631;370128;6;390;chrome.exe;15.26;python.exe;5.46;discord.exe;4.37;chrome.exe;3048579345;discord.exe;1463667284;python.exe;609084844;16;59.89;17.36;1778686389;2026-05-27 15:33:09;Wednesday;804076
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-API-01;78.04;34359738368;22736176017;66.17;536870912000;217620035512;40.53;113.94;298808;275555;11;270;chrome.exe;21.97;python.exe;14.35;discord.exe;14.16;chrome.exe;2406326403;discord.exe;1050571727;python.exe;359394425;32;20.88;16.55;1779204789;2026-05-27 15:33:09;Wednesday;521987
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-DB-01;79.44;34359738368;15805504739;46.0;536870912000;236730918124;44.09;10.23;177823;367218;22;397;chrome.exe;24.72;python.exe;5.96;discord.exe;9.01;chrome.exe;2279341644;discord.exe;979563392;python.exe;582504203;16;59.72;8.08;1779118389;2026-05-27 15:33:09;Wednesday;819613
SteamData;São Paulo;DC-SP01;ZonaA;SRV-DB-01;74.37;34359738368;29436506002;85.67;536870912000;207378089023;38.63;109.57;254861;269149;16;239;chrome.exe;33.16;python.exe;10.19;discord.exe;4.72;chrome.exe;2211387366;discord.exe;817830205;python.exe;360446240;16;15.51;16.62;1779463989;2026-05-27 15:53:09;Wednesday;777018
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-WEB-01;41.47;34359738368;18336185887;53.37;536870912000;309396656408;57.63;96.65;193966;173753;19;300;chrome.exe;37.43;python.exe;14.36;discord.exe;5.93;chrome.exe;3739120791;discord.exe;1617566019;python.exe;548435481;8;35.42;12.31;1779377589;2026-05-27 15:53:09;Wednesday;591714
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-DB-01;51.12;34359738368;27609823950;80.36;536870912000;300010898539;55.88;80.1;206965;177633;8;191;chrome.exe;38.0;python.exe;13.86;discord.exe;14.41;chrome.exe;2240117669;discord.exe;845151379;python.exe;674173619;8;64.63;9.48;1779377589;2026-05-27 15:53:09;Wednesday;745014
SteamData;São Paulo;DC-SP01;ZonaA;SRV-DB-01;60.23;34359738368;24048192748;69.99;536870912000;369394408479;68.81;72.75;177561;157097;18;161;chrome.exe;20.14;python.exe;20.65;discord.exe;13.61;chrome.exe;2605158542;discord.exe;1826826514;python.exe;897004047;32;51.8;16.83;1777995189;2026-05-27 16:13:09;Wednesday;620869
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-WEB-01;71.67;34359738368;17997631859;52.38;536870912000;311453881651;58.01;99.33;158919;342150;13;195;chrome.exe;12.13;python.exe;6.48;discord.exe;4.87;chrome.exe;2738426849;discord.exe;1046245497;python.exe;780280143;16;69.55;26.6;1779118389;2026-05-27 16:13:09;Wednesday;660700
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-WEB-01;25.17;34359738368;16825410647;48.97;536870912000;437704345815;81.53;23.66;166716;120619;4;310;chrome.exe;20.9;python.exe;21.5;discord.exe;7.4;chrome.exe;2323328565;discord.exe;1316202473;python.exe;825212349;8;24.84;13.14;1780241589;2026-05-27 16:13:09;Wednesday;568748
SteamData;São Paulo;DC-SP01;ZonaA;SRV-WEB-01;81.1;34359738368;13185948649;38.38;536870912000;375110538524;69.87;25.89;171659;261806;0;211;chrome.exe;29.95;python.exe;11.24;discord.exe;2.77;chrome.exe;1279395453;discord.exe;1434954657;python.exe;536421680;16;60.61;7.68;1778599989;2026-05-27 16:33:09;Wednesday;660124
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-DB-01;87.38;34359738368;28958979519;84.28;536870912000;328970361284;61.28;92.79;253129;187047;26;153;chrome.exe;38.02;python.exe;15.76;discord.exe;4.01;chrome.exe;2411768759;discord.exe;575901279;python.exe;754605455;32;16.15;22.64;1778254389;2026-05-27 16:33:09;Wednesday;692188
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-DB-01;67.3;34359738368;17941489031;52.22;536870912000;353147627616;65.78;119.91;104138;153665;7;256;chrome.exe;39.04;python.exe;21.34;discord.exe;11.5;chrome.exe;2798056125;discord.exe;1913373423;python.exe;915707003;16;61.42;12.63;1777995189;2026-05-27 16:33:09;Wednesday;787157
SteamData;São Paulo;DC-SP01;ZonaA;SRV-API-01;90.19;34359738368;21845304899;63.58;536870912000;352908203821;65.73;38.43;170692;256830;12;251;chrome.exe;30.02;python.exe;6.63;discord.exe;11.62;chrome.exe;3316715901;discord.exe;1047676893;python.exe;520875950;8;44.03;25.52;1778081589;2026-05-27 16:53:09;Wednesday;824328
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-WEB-01;27.91;34359738368;14402803008;41.92;536870912000;319716497075;59.55;49.25;265942;245214;16;375;chrome.exe;22.08;python.exe;15.57;discord.exe;9.35;chrome.exe;1620604626;discord.exe;1982832188;python.exe;848635537;32;29.38;14.95;1779723189;2026-05-27 16:53:09;Wednesday;718224
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-API-01;64.25;34359738368;27281455233;79.4;536870912000;408660775228;76.12;16.67;78238;106399;1;233;chrome.exe;26.46;python.exe;18.21;discord.exe;13.87;chrome.exe;2916311294;discord.exe;1807754154;python.exe;831129275;8;47.37;9.93;1779895989;2026-05-27 16:53:09;Wednesday;584079
SteamData;São Paulo;DC-SP01;ZonaC;SRV-API-01;31.07;34359738368;21408920895;62.31;536870912000;242248176509;45.12;25.15;92666;394068;20;393;chrome.exe;25.38;python.exe;6.41;discord.exe;6.44;chrome.exe;3809200864;discord.exe;992110014;python.exe;460765472;16;59.02;19.23;1778167989;2026-05-27 17:13:09;Wednesday;754404
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-API-01;77.95;34359738368;27117057858;78.92;536870912000;329590939734;61.39;111.46;246839;316218;21;339;chrome.exe;19.52;python.exe;24.47;discord.exe;4.64;chrome.exe;3130185784;discord.exe;1165611839;python.exe;667939060;32;68.82;22.93;1778340789;2026-05-27 17:13:09;Wednesday;603657
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-API-01;40.19;34359738368;20488986077;59.63;536870912000;397545085578;74.05;45.44;261443;112159;1;257;chrome.exe;15.76;python.exe;16.58;discord.exe;12.96;chrome.exe;1346035517;discord.exe;873562629;python.exe;401962504;32;52.19;13.04;1778340789;2026-05-27 17:13:09;Wednesday;733091
SteamData;São Paulo;DC-SP01;ZonaA;SRV-API-01;83.2;34359738368;23875439760;69.49;536870912000;266675824572;49.67;47.71;195029;338489;14;320;chrome.exe;15.02;python.exe;20.84;discord.exe;2.38;chrome.exe;2577982037;discord.exe;1165341904;python.exe;724116750;32;34.33;26.94;1777822389;2026-05-27 17:33:09;Wednesday;688977
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-DB-01;75.59;34359738368;18156440301;52.84;536870912000;376407101457;70.11;114.05;113823;152265;15;332;chrome.exe;26.14;python.exe;20.27;discord.exe;9.53;chrome.exe;1208203978;discord.exe;1003336374;python.exe;784511030;8;59.26;21.6;1778340789;2026-05-27 17:33:09;Wednesday;828671
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-DB-01;91.0;34359738368;25714544413;74.84;536870912000;293763890909;54.72;63.68;182656;132518;27;331;chrome.exe;39.42;python.exe;19.03;discord.exe;14.75;chrome.exe;3231873297;discord.exe;1253061426;python.exe;394717044;32;51.4;25.0;1779031989;2026-05-27 17:33:09;Wednesday;775855
SteamData;São Paulo;DC-SP01;ZonaA;SRV-API-01;60.09;34359738368;23441428912;68.22;536870912000;433171352981;80.68;23.79;117777;329283;23;193;chrome.exe;21.41;python.exe;9.56;discord.exe;13.69;chrome.exe;1940677364;discord.exe;1016381795;python.exe;825949169;32;32.65;28.02;1779809589;2026-05-27 17:53:09;Wednesday;586663
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-DB-01;30.05;34359738368;15543212981;45.24;536870912000;308497082043;57.46;87.0;268045;314476;18;193;chrome.exe;23.45;python.exe;24.85;discord.exe;5.76;chrome.exe;1068861046;discord.exe;1506648947;python.exe;767243906;32;58.04;7.12;1778859189;2026-05-27 17:53:09;Wednesday;798947
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-WEB-01;42.87;34359738368;12911972983;37.58;536870912000;397235053745;73.99;19.43;142000;214018;13;398;chrome.exe;19.23;python.exe;20.45;discord.exe;11.77;chrome.exe;3280215613;discord.exe;1304006588;python.exe;657016359;8;62.12;8.62;1779723189;2026-05-27 17:53:09;Wednesday;807897
SteamData;São Paulo;DC-SP01;ZonaA;SRV-DB-01;62.25;34359738368;14257314465;41.49;536870912000;358191382312;66.72;10.39;243828;152422;9;294;chrome.exe;37.23;python.exe;8.45;discord.exe;6.13;chrome.exe;1463784669;discord.exe;1854994869;python.exe;572886365;16;37.96;9.97;1778167989;2026-05-27 18:13:09;Wednesday;695970
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-DB-01;81.83;34359738368;16089904539;46.83;536870912000;379688576024;70.72;60.88;283195;394798;20;160;chrome.exe;23.22;python.exe;5.01;discord.exe;5.63;chrome.exe;3757114500;discord.exe;1746745296;python.exe;336227912;8;50.9;28.78;1777995189;2026-05-27 18:13:09;Wednesday;525528
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-API-01;71.8;34359738368;26137885048;76.07;536870912000;360042818665;67.06;107.9;142638;123324;16;194;chrome.exe;33.97;python.exe;8.21;discord.exe;8.15;chrome.exe;2404859605;discord.exe;758619579;python.exe;728498412;32;63.06;11.56;1777908789;2026-05-27 18:13:09;Wednesday;588587
SteamData;São Paulo;DC-SP01;ZonaC;SRV-DB-01;50.49;34359738368;29081423737;84.64;536870912000;338294423345;63.01;14.21;136523;320505;19;208;chrome.exe;23.78;python.exe;22.23;discord.exe;13.98;chrome.exe;3557069769;discord.exe;1030657461;python.exe;508018076;32;56.43;21.72;1779636789;2026-05-27 18:33:09;Wednesday;626284
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-API-01;69.41;34359738368;17005677043;49.49;536870912000;409026490206;76.19;31.12;150654;315029;27;268;chrome.exe;27.72;python.exe;6.99;discord.exe;9.34;chrome.exe;2685366069;discord.exe;544676088;python.exe;971386844;8;51.38;24.23;1779377589;2026-05-27 18:33:09;Wednesday;658216
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-DB-01;35.19;34359738368;28758064580;83.7;536870912000;360448839635;67.14;71.63;68004;130705;19;370;chrome.exe;39.08;python.exe;17.37;discord.exe;11.39;chrome.exe;1414059421;discord.exe;619075906;python.exe;382043047;32;35.71;25.3;1779636789;2026-05-27 18:33:09;Wednesday;650088
